region,title,view_num,danmu,upload_time,up_author,bvid,video_url
环球,俄乌代表团谈判结束 双方同意继续谈判,1.5万,3,2022-03-01,CGTN,BV1pT4y1S7oh,www.bilibili.com/video/BV1pT4y1S7oh?from=search
综合,【俄乌局势地图】乌克兰至3.02 00:00 战争早点结束吧…,9235,3,2022-03-02,油管偷渡小生,BV19i4y1y7vR,www.bilibili.com/video/BV19i4y1y7vR?from=search
热点,美专家提议，能避免俄乌大战的最后办法，就是把俄变成“自家人”,18.3万,156,2022-02-22,种花家的评论员,BV1DF411E7ck,www.bilibili.com/video/BV1DF411E7ck?from=search
环球,现场：俄乌谈判屋内画面曝光,6.8万,33,2022-02-28,环球时报,BV1q44y1T7cR,www.bilibili.com/video/BV1q44y1T7cR?from=search
热点,一图看懂36小时俄乌战事 俄军25日重点向基辅推进,7.5万,6,2022-02-26,看看新闻Knews,BV1D44y1n7Xx,www.bilibili.com/video/BV1D44y1n7Xx?from=search
环球,俄乌危机中 印度保持中立,3.4万,7,2022-03-01,新闻启示录,BV1UZ4y1671R,www.bilibili.com/video/BV1UZ4y1671R?from=search
环球,美国务卿：俄罗斯正向俄乌边境增兵，可能“随时入侵”乌克兰,19.5万,300,2022-02-12,观察者网,BV1nZ4y1R7Fp,www.bilibili.com/video/BV1nZ4y1R7Fp?from=search
热点,新华社记者直击俄乌谈判,7.1万,40,2022-02-28,新华社快看,BV1Ru411D7wE,www.bilibili.com/video/BV1Ru411D7wE?from=search
日常,老外天然气费用翻一倍，俄乌局势到底对谁影响最大？又是谁造成的,5.5万,339,2022-02-26,路卡和瑞丽,BV1vT4y1Q7ch,www.bilibili.com/video/BV1vT4y1Q7ch?from=search
环球,被持枪军人拦下+军车尾行 我们深入了俄乌边境！,173.5万,1257,2022-02-25,央视新闻,BV1bL4y1g78x,www.bilibili.com/video/BV1bL4y1g78x?from=search
日常,品品俄乌趋势中的一些反思党.,1.3万,16,2022-02-28,小周巨可,BV1yS4y167MP,www.bilibili.com/video/BV1yS4y167MP?from=search
热点,全世界最大的飞机被摧毁……俄乌说法各执一词,13.5万,148,2022-02-28,国防时报TV,BV1vr4y1z7LE,www.bilibili.com/video/BV1vr4y1z7LE?from=search
环球,因俄乌问题发生激烈争吵！乌克兰记者与议员在电视直播中互殴,47.8万,412,2022-02-19,观察者网,BV1r3411L7pC,www.bilibili.com/video/BV1r3411L7pC?from=search
日常,俄乌局势突变！我怎么看？,4.2万,474,2022-02-25,Alex_pku,BV1iL411T7XA,www.bilibili.com/video/BV1iL411T7XA?from=search
热点,玩大了！日本趁俄乌激战打算夺回“北方四岛”，普京早就留了一手,4630,10,2022-03-03,戎评说,BV1ri4y1y7v1,www.bilibili.com/video/BV1ri4y1y7v1?from=search
综合,俄乌战事升级，专家：如北约军事介入，或爆发第三次世界大战,4.9万,73,2022-03-01,海峡新干线,BV1Tu411Q7nS,www.bilibili.com/video/BV1Tu411Q7nS?from=search
环球,一分钟了解丨俄乌第一轮谈判后，各国反应！,1.5万,14,2022-03-01,川观新闻,BV1xq4y147gH,www.bilibili.com/video/BV1xq4y147gH?from=search
社会,台名嘴：俄乌战火持续升级，呼吁台湾民众：我们早点懂事吧！,68.0万,274,2022-02-24,直播日照,BV1om4y1973T,www.bilibili.com/video/BV1om4y1973T?from=search
热点,俄乌战事白热化！拜登表态对俄两选项：制裁或“第三次世界大战”,2.2万,85,2022-02-27,青蜂侠-Bee,BV1DY41137tg,www.bilibili.com/video/BV1DY41137tg?from=search
环球,普京这一小时究竟讲了什么？重点来了【观察者头条】,78.9万,2851,2022-02-22,观察者网,BV1cY411577E,www.bilibili.com/video/BV1cY411577E?from=search
热点,乌克兰外长:普京刚刚发动对乌全面入侵 乌将自卫,4.8万,26,2022-02-24,看看新闻Knews,BV1oS4y1F7zy,www.bilibili.com/video/BV1oS4y1F7zy?from=search
环球,俄外长：只要乌军放下武器 我们随时准备谈判,6.9万,9,2022-02-25,中新视频,BV1NL411T7pK,www.bilibili.com/video/BV1NL411T7pK?from=search
环球,70秒回顾俄乌冲突大事件,1.7万,0,2022-02-26,中新视频,BV1vZ4y1k7g7,www.bilibili.com/video/BV1vZ4y1k7g7?from=search
环球,俄乌危机中印度中立引关注，美媒称这是印度对和俄罗斯长期伙伴关系的确认,1.6万,0,2022-03-02,极目新闻,BV19P4y1u77C,www.bilibili.com/video/BV19P4y1u77C?from=search
日常,不是俄乌！24小时内，欧洲出现两大新势力对峙，又要让普京赢,8253,6,2022-03-02,大国锐评,BV16Y411G7GL,www.bilibili.com/video/BV16Y411G7GL?from=search
社会,当地时间25日，俄车臣武装力量举行誓师大会。狠角色来了！#车臣武装力量将赴乌克兰执行任务 #俄乌冲突,4.3万,125,2022-02-26,中国网直播,BV1er4y1r71k,www.bilibili.com/video/BV1er4y1r71k?from=search
人文历史,帮大家梳理了一下俄乌冲突的时间线【2】,22.8万,310,2022-02-27,赛雷三分钟,BV1FY411G7Lf,www.bilibili.com/video/BV1FY411G7Lf?from=search
环球,拜登民调支持率跌至37%！特朗普：我任期内俄乌就没出问题,7.5万,69,2022-02-28,大象新闻,BV1uU4y1f7dY,www.bilibili.com/video/BV1uU4y1f7dY?from=search
环球,俄罗斯国防部：正使用精确制导武器摧毁乌克兰的军事设施和航空部队,13.4万,72,2022-02-24,环球网,BV1rL4y1g7N2,www.bilibili.com/video/BV1rL4y1g7N2?from=search
环球,【关注俄乌局势最新进展】现场：乌克兰丘古耶夫机场遭袭画面,10.3万,16,2022-02-24,央视网快看,BV153411j7pA,www.bilibili.com/video/BV153411j7pA?from=search
热点,乌克兰局势突变 基辅上空拉响防空警报,2.8万,4,2022-02-24,看看新闻Knews,BV14L411T7eJ,www.bilibili.com/video/BV14L411T7eJ?from=search
环球,110秒回顾俄乌冲突第二天,87.1万,860,2022-02-25,央视新闻,BV1LR4y157EJ,www.bilibili.com/video/BV1LR4y157EJ?from=search
环球,俄乌开战俄美开战不太可能 乌克兰“内战”有可能,10.7万,271,2022-02-15,孤烟暮蝉,BV1834y1C7h3,www.bilibili.com/video/BV1834y1C7h3?from=search
环球,俄乌第一轮谈判现场曝光！,6.6万,15,2022-02-28,央视网,BV1ST4y1Q7T4,www.bilibili.com/video/BV1ST4y1Q7T4?from=search
环球,世事：为什么俄乌和谈选在白俄罗斯？,2.5万,11,2022-03-01,CGTN,BV1R44y1T762,www.bilibili.com/video/BV1R44y1T762?from=search
环球,CGTN拍客独家直击俄乌现场：乌克兰居民描述基辅居民区现状,2.6万,9,2022-02-28,CGTN,BV18S4y167eh,www.bilibili.com/video/BV18S4y167eh?from=search
环球,普京宣布承认乌东两区为独立国家，俄部队集结准备进入顿巴斯地区,6.1万,60,2022-02-22,凤凰卫视,BV1mm4y197Rx,www.bilibili.com/video/BV1mm4y197Rx?from=search
环球,打脸西媒，俄军公布撤离俄乌边境视频,25.7万,125,2022-02-17,观察者网,BV1wS4y1F7cm,www.bilibili.com/video/BV1wS4y1F7cm?from=search
环球,俄方指美军无人机涉入乌克兰战事 乌总统称正组建“国际战队”,7.1万,38,2022-02-27,青蜂侠-Bee,BV1VY411G7wZ,www.bilibili.com/video/BV1VY411G7wZ?from=search
热点,俄乌变局24小时：怎么突然就到这儿了？,32.4万,292,2022-02-22,玉渊谭天,BV1L3411L7oW,www.bilibili.com/video/BV1L3411L7oW?from=search
日常,俄乌战况陷入焦灼，莫斯科反战游行要求普京下台，他能顶得住吗？,1.8万,29,2022-03-01,张斌观察,BV1qu411D7qz,www.bilibili.com/video/BV1qu411D7qz?from=search
工业·工程·机械,俄乌冲突下的科技巨头：苹果谷歌在俄罗斯暂停支付功能,4689,71,2022-03-02,万大叔来了,BV1Y3411j7J7,www.bilibili.com/video/BV1Y3411j7J7?from=search
热点,俄乌局势升级，3分钟告诉你两国究竟为何冲突,4.3万,2,2022-02-26,南方Plus,BV1Qa411C78J,www.bilibili.com/video/BV1Qa411C78J?from=search
热点,【现场】在乌克兰的中国公民现在怎么样？,167.2万,942,2022-02-24,新华社,BV1uS4y167RJ,www.bilibili.com/video/BV1uS4y167RJ?from=search
日常,俄罗斯突然从俄乌边境撤军，拆了白宫的台，佩洛西却称美国赢了！,5.9万,179,2022-02-16,刘晓非观察室,BV1sT4y1X77E,www.bilibili.com/video/BV1sT4y1X77E?from=search
社科·法律·心理,俄乌边境再现装甲对峙，大的要来了？【施佬胡诌】,54.7万,2570,2021-11-18,观察者网,BV1W44y1Y76Q,www.bilibili.com/video/BV1W44y1Y76Q?from=search
环球,致敬！俄乌冲突升级 CGTN深入前方报道,6.1万,44,2022-03-01,CGTN,BV1a34y1k7sA,www.bilibili.com/video/BV1a34y1k7sA?from=search
环球,基辅一平民住宅楼遭炮击，俄方称是乌方的导弹！,3.5万,3,2022-02-26,大象新闻,BV1sm4y1R7Aj,www.bilibili.com/video/BV1sm4y1R7Aj?from=search
环球,基辅一平民住宅楼遭炮击，俄方称是乌方的导弹！,3.5万,3,2022-02-26,大象新闻,BV1sm4y1R7Aj,www.bilibili.com/video/BV1sm4y1R7Aj?from=search
日常,俄军进攻乌克兰受阻，乌军有没有可能让俄军陷入泥潭？答案揭晓,7.2万,279,2022-02-28,瞩望云霄,BV12S4y1679Z,www.bilibili.com/video/BV12S4y1679Z?from=search
热点,美前议员：为了私利，拜登政府巴不得俄乌爆发冲突,8.0万,97,2022-02-25,CGTN,BV1YT4y1Q7Xp,www.bilibili.com/video/BV1YT4y1Q7Xp?from=search
热点,俄乌谈判刚结束，乌克兰首都基辅附近响起多次爆炸声！,5.8万,43,2022-03-01,青蜂侠-Bee,BV1DZ4y167PS,www.bilibili.com/video/BV1DZ4y167PS?from=search
热点,美国总统拜登重申美军不会参与俄乌冲突,4.2万,44,2022-02-25,中国日报,BV1gL411T7yL,www.bilibili.com/video/BV1gL411T7yL?from=search
环球,“俄乌之战”25日最新进展！这场特别军事行动“特”在何处？,15.9万,373,2022-02-25,上观-大局观,BV15R4y157MG,www.bilibili.com/video/BV15R4y157MG?from=search
环球,视频回顾俄乌谈判，俄乌一致同意近期举行下次会谈,4.2万,42,2022-03-01,中国日报,BV1EZ4y1C72k,www.bilibili.com/video/BV1EZ4y1C72k?from=search
综合,【苑举正】俄乌局势剑拔弩张，对台湾有何影响？,23.3万,821,2022-02-23,苑举正,BV18T4y1Q7XQ,www.bilibili.com/video/BV18T4y1Q7XQ?from=search
环球,俄乌冲突历史回溯：战争早已开始，只是才见硝烟,9242,6,2022-03-02,四川观察,BV1wP4y1g7eQ,www.bilibili.com/video/BV1wP4y1g7eQ?from=search
环球,第二轮俄乌会谈即将在白波边境举行,1.1万,2,2022-03-03,东方今报,BV1qb4y1x72o,www.bilibili.com/video/BV1qb4y1x72o?from=search
环球,戈梅利谈判是“灵魂拷问”！俄乌各有哪些筹码？,3.2万,127,2022-02-28,上观-大局观,BV12P4y1c7th,www.bilibili.com/video/BV12P4y1c7th?from=search
环球,俄媒：最后期限刚过几分钟，乌代表团赴白俄罗斯与俄方谈判,46.6万,173,2022-02-27,环球网,BV1ta411h7u2,www.bilibili.com/video/BV1ta411h7u2?from=search
环球,首次国情咨文演讲先谈域外冲突，俄乌危机将改变拜登总统生涯？,4983,3,2022-03-03,上观-大局观,BV1nY411G7eZ,www.bilibili.com/video/BV1nY411G7eZ?from=search
热点,俄议会一致通过：授权普京可在境外动武！俄乌已互撤外交人员,20.9万,111,2022-02-23,国防时报TV,BV19S4y1z7cg,www.bilibili.com/video/BV19S4y1z7cg?from=search
人文历史,俄乌冲突，北约只向乌克兰提供武器，不愿出兵：打赢自己的战争,6391,5,2022-03-03,本质菌-,BV1C34y1k71V,www.bilibili.com/video/BV1C34y1k71V?from=search
环球,【关注俄乌局势最新进展】现场视频：乌克兰首都及多个城市发生爆炸,12.2万,38,2022-02-24,央视网快看,BV1z44y1n7JE,www.bilibili.com/video/BV1z44y1n7JE?from=search
环球,对乌总攻或即将开始！普京赌上俄罗斯的国运，俄国内经济拖不起了,2.6万,11,2022-03-02,享椰城融媒体官方账号,BV1kr4y1z7TE,www.bilibili.com/video/BV1kr4y1z7TE?from=search
社会,俄军坦克抵达基辅周边 目前，俄乌双方正在激战 持续关注！,3.4万,0,2022-02-25,川观新闻,BV1QZ4y1k7Wq,www.bilibili.com/video/BV1QZ4y1k7Wq?from=search
明星综合,俄乌冲突成“照妖镜”？柯蓝蒋欣被骂到退网，谷爱凌举动惹盛赞,1.3万,45,2022-03-02,bili_72117628308,BV11u411D7Z3,www.bilibili.com/video/BV11u411D7Z3?from=search
日常,普京亮出核肌肉，白俄罗斯提供场地，俄乌战争会不会点燃欧洲？,10.6万,607,2022-03-01,刘晓非观察室,BV1bL411N7HE,www.bilibili.com/video/BV1bL411N7HE?from=search
环球,现场：乌克兰丘古耶夫机场遭袭画面,7.1万,13,2022-02-24,环球网,BV1GS4y1k7PX,www.bilibili.com/video/BV1GS4y1k7PX?from=search
热点,北约继续向乌提供武器 俄外交部：不保证不会与北约发生意外事件,5.3万,11,2022-03-02,青蜂侠-Bee,BV1oq4y1x7rs,www.bilibili.com/video/BV1oq4y1x7rs?from=search
综合,俄乌猛烈交火，双方使用了什么武器？军事专家权威解读,2.2万,16,2022-02-27,海峡新干线,BV1RS4y1F7Hm,www.bilibili.com/video/BV1RS4y1F7Hm?from=search
环球,俄媒：乌总统泽连斯基称已有137名乌士兵死亡，316人受伤,9.0万,10,2022-02-25,环球网,BV1iF411t7rB,www.bilibili.com/video/BV1iF411t7rB?from=search
综合,这一集的内容和俄乌局势有相似之处，铁锤鼠说在一分钟时说的那段话也发人深省。,1.6万,4,2022-02-25,足迹动漫,BV14P4y1c7Hj,www.bilibili.com/video/BV14P4y1c7Hj?from=search
热点,"乌克兰首都附近发生爆炸,CNN记者基辅直播时听到爆炸声",63.0万,208,2022-02-24,观察者网,BV1bL4y1g7e7,www.bilibili.com/video/BV1bL4y1g7e7?from=search
综合,【深度解析】俄乌战争结束后，乌克兰的结局会怎样？,4.8万,53,2022-02-25,校尉说,BV1wT4y1Q79R,www.bilibili.com/video/BV1wT4y1Q79R?from=search
环球,凤凰记者连线：俄媒称乌军队不执行乌国防部命令，自动溃散阵地并解散部队,19.0万,60,2022-02-24,凤凰卫视,BV1bL4y1g7MY,www.bilibili.com/video/BV1bL4y1g7MY?from=search
环球,凤凰记者一线直击俄乌局势 顿巴斯民兵组织称 战果丰富 将继续推进,3.6万,31,2022-02-25,凤凰卫视,BV1K3411j7yT,www.bilibili.com/video/BV1K3411j7yT?from=search
环球,乌克兰丘古耶夫机场遭袭 现场浓烟滚滚,11.1万,34,2022-02-24,央视网,BV1i44y1n7Jw,www.bilibili.com/video/BV1i44y1n7Jw?from=search
环球,俄乌谈判会场已准备完毕 俄媒称时间可能有变动 因为乌克兰代表团希望休息,2.8万,24,2022-02-28,东方今报,BV1AP4y1g77H,www.bilibili.com/video/BV1AP4y1g77H?from=search
综艺,俄乌局势冲击美国经济，美国当地民众：物价全都失控了,8.0万,41,2022-02-26,池尤日江落,BV1XR4y1V7Ct,www.bilibili.com/video/BV1XR4y1V7Ct?from=search
环球,乌克兰媒体披露俄乌两军对话，乌军回复“去你的俄舰”后13名军人集体阵亡,3.7万,12,2022-02-25,大象新闻,BV1Rb4y1s7a2,www.bilibili.com/video/BV1Rb4y1s7a2?from=search
热点,俄乌谈判之后，基辅爆炸声、警报声不断,5.5万,46,2022-03-01,新华社快看,BV12P4y1c7XX,www.bilibili.com/video/BV12P4y1c7XX?from=search
环球,乌克兰敖德萨华人家门前竖起中国国旗，当地居民：希望世界和平,86.8万,482,2022-02-24,大象新闻,BV1o3411L7Mm,www.bilibili.com/video/BV1o3411L7Mm?from=search
人文历史,俄乌之战告诉我们，不要以为有理走遍天下，尊严只在勇者剑锋之上,1.3万,13,2022-02-27,莫比乌斯星球,BV16b4y1x7RT,www.bilibili.com/video/BV16b4y1x7RT?from=search
科学科普,俄乌两国局势动荡 我国粮食会涨价吗？,5818,12,2022-03-01,李文娟农业科普,BV1yS4y167ro,www.bilibili.com/video/BV1yS4y167ro?from=search
环球,普京承认乌东两地区为独立国家 特约评论员解读俄意图,27.8万,45,2022-02-22,看看新闻Knews,BV1nY41157J6,www.bilibili.com/video/BV1nY41157J6?from=search
环球,俄乌边境冲突加剧，中国驻乌克兰大使馆：准备分批包机接返事宜,5.9万,0,2022-02-25,大象新闻,BV1vL4y1g7P3,www.bilibili.com/video/BV1vL4y1g7P3?from=search
环球,俄乌局势升级后不到24小时内，俄罗斯富豪们损失了390亿美元,5.7万,7,2022-02-25,大象新闻,BV1ia41187E3,www.bilibili.com/video/BV1ia41187E3?from=search
综艺,俄乌局势冲击美国经济，美国当地民众：物价全都失控了,8.0万,41,2022-02-26,池尤日江落,BV1XR4y1V7Ct,www.bilibili.com/video/BV1XR4y1V7Ct?from=search
环球,乌克兰媒体披露俄乌两军对话，乌军回复“去你的俄舰”后13名军人集体阵亡,3.7万,12,2022-02-25,大象新闻,BV1Rb4y1s7a2,www.bilibili.com/video/BV1Rb4y1s7a2?from=search
热点,俄乌谈判之后，基辅爆炸声、警报声不断,5.5万,46,2022-03-01,新华社快看,BV12P4y1c7XX,www.bilibili.com/video/BV12P4y1c7XX?from=search
环球,乌克兰敖德萨华人家门前竖起中国国旗，当地居民：希望世界和平,86.8万,482,2022-02-24,大象新闻,BV1o3411L7Mm,www.bilibili.com/video/BV1o3411L7Mm?from=search
人文历史,俄乌之战告诉我们，不要以为有理走遍天下，尊严只在勇者剑锋之上,1.3万,13,2022-02-27,莫比乌斯星球,BV16b4y1x7RT,www.bilibili.com/video/BV16b4y1x7RT?from=search
科学科普,俄乌两国局势动荡 我国粮食会涨价吗？,5818,12,2022-03-01,李文娟农业科普,BV1yS4y167ro,www.bilibili.com/video/BV1yS4y167ro?from=search
环球,普京承认乌东两地区为独立国家 特约评论员解读俄意图,27.8万,45,2022-02-22,看看新闻Knews,BV1nY41157J6,www.bilibili.com/video/BV1nY41157J6?from=search
环球,俄乌边境冲突加剧，中国驻乌克兰大使馆：准备分批包机接返事宜,5.9万,0,2022-02-25,大象新闻,BV1vL4y1g7P3,www.bilibili.com/video/BV1vL4y1g7P3?from=search
环球,俄乌局势升级后不到24小时内，俄罗斯富豪们损失了390亿美元,5.7万,7,2022-02-25,大象新闻,BV1ia41187E3,www.bilibili.com/video/BV1ia41187E3?from=search
综合,【军事冲突】俄乌冲突升级！俄罗斯的依仗是什么？,2.2万,72,2022-02-22,校尉说,BV1n3411L7sC,www.bilibili.com/video/BV1n3411L7sC?from=search
热点,俄乌局势或加剧芯片荒：俄乌都是芯片原材料生产大国,3.3万,16,2022-02-25,新华社快看,BV1qq4y1x7pM,www.bilibili.com/video/BV1qq4y1x7pM?from=search
热点,3月第1天，和谈无果，俄乌激战基辅，泽连斯基放出“最狠杀招”,2.4万,27,2022-03-01,研究员李春光,BV17L411N7uo,www.bilibili.com/video/BV17L411N7uo?from=search
热点,俄乌激战之际，西方内部先爆发巨大分歧！德国反对美国对俄制裁,6.8万,72,2022-02-26,邵永灵,BV1xu411D7Th,www.bilibili.com/video/BV1xu411D7Th?from=search
热点,俄乌局势再度急剧升级，全球股市剧烈震荡，黄金原油飞涨,51.3万,129,2022-02-24,观察者网,BV1vb4y1s75D,www.bilibili.com/video/BV1vb4y1s75D?from=search
日常,钢铁洪流再现！德国整装待发的自行榴弹炮队伍准备前往立陶宛（俄乌局势）,64.1万,1115,2022-02-17,欧肯视线,BV1hT4y1X7C3,www.bilibili.com/video/BV1hT4y1X7C3?from=search
环球,俄乌开战首家进入顿涅茨克的华文媒体,2.1万,25,2022-02-25,凤凰卫视,BV1Xb4y1s7eF,www.bilibili.com/video/BV1Xb4y1s7eF?from=search
热点,俄罗斯军队已登陆敖德萨，突破哈尔科夫州界,39.5万,86,2022-02-24,观察者网,BV1MR4y1576P,www.bilibili.com/video/BV1MR4y1576P?from=search
环球,俄乌局势骤然紧张，西方最新表态,6.9万,92,2022-02-25,长安街知事,BV1WY41157sm,www.bilibili.com/video/BV1WY41157sm?from=search
短片,局座张召忠六年前对俄乌局势的神预言！,2.1万,12,2022-02-28,天南逢星北,BV1yb4y1x775,www.bilibili.com/video/BV1yb4y1x775?from=search
社会,俄乌混血小伙分析俄乌冲突，两国都有亲戚怒斥：家务事外人别挑唆,2.3万,65,2022-02-28,star星视频,BV1Kq4y147u1,www.bilibili.com/video/BV1Kq4y147u1?from=search
环球,一分钟get今天事丨谈判正式开启！快速了解今日俄乌局势,3.5万,11,2022-02-28,川观新闻,BV1TZ4y1C7tG,www.bilibili.com/video/BV1TZ4y1C7tG?from=search
财经商业,美国SWIFT制裁俄罗斯：哪怕是纸老虎，中国也要警惕！【俄乌局势】,1.5万,155,2022-03-01,船长说金融,BV13T4y1S7hH,www.bilibili.com/video/BV13T4y1S7hH?from=search
环球,俄乌风暴10小时，50秒回顾乌克兰局势发展重要节点,17.4万,115,2022-02-24,南方都市报,BV1au411X79J,www.bilibili.com/video/BV1au411X79J?from=search
社会,俄乌局势突变！是否会影响我国粮油价格？,1.3万,7,2022-03-01,中国三农发布,BV183411j7kn,www.bilibili.com/video/BV183411j7kn?from=search
热点,俄乌谈判已正式开始 会场具体地点不对外公布 代号“渔夫的小屋”,2.8万,7,2022-02-28,青蜂侠-Bee,BV1SU4y1Z7GL,www.bilibili.com/video/BV1SU4y1Z7GL?from=search
环球,爆炸声不断！乌克兰总统泽连斯基表示：乌克兰将进入战时状态,15.4万,54,2022-02-24,环球网,BV1ER4y157og,www.bilibili.com/video/BV1ER4y157og?from=search
社会,俄乌谈判之后 基辅爆炸声、警报声不断,2.3万,10,2022-03-01,中新视频,BV1Dr4y1z73k,www.bilibili.com/video/BV1Dr4y1z73k?from=search
社会,俄乌局势引发关注 台湾民间募捐疑趁机诈骗,4287,1,2022-03-03,凤凰网,BV14L411N7Wb,www.bilibili.com/video/BV14L411N7Wb?from=search
热点,参加俄乌谈判的乌克兰代表团已抵达白俄罗斯境内,2.5万,10,2022-02-28,新华社快看,BV1cP4y1g7ri,www.bilibili.com/video/BV1cP4y1g7ri?from=search
热点,美军为什么不救援乌克兰？介文汲：俄乌开战，美国的目的就达到了,7.9万,78,2022-02-25,海峡导报社,BV1144y1n7G8,www.bilibili.com/video/BV1144y1n7G8?from=search
热点,俄乌局势迎关键时刻，马克龙紧急访俄欲夺头功，乌克兰已民心不稳,2.7万,19,2022-02-08,吕宁思,BV1YS4y1G7LD,www.bilibili.com/video/BV1YS4y1G7LD?from=search
热点,60秒回顾华春莹回应俄乌局势问题,4.8万,27,2022-02-26,人民网,BV1YL411T7Qb,www.bilibili.com/video/BV1YL411T7Qb?from=search
环球,乌克兰代表团已乘坐直升机到达俄乌会谈地点，俄乌谈判地点代号渔夫的小屋,3.3万,1,2022-02-28,大象新闻,BV1P341157gZ,www.bilibili.com/video/BV1P341157gZ?from=search
科学科普,受俄乌冲突影响，iPhone13价格大涨，128GB版飚至7810元,1.3万,6,2022-02-28,环球科技站,BV1LF411b7pR,www.bilibili.com/video/BV1LF411b7pR?from=search
环球,当地时间28日，参加俄乌谈判的乌克兰代表团，已抵达白俄罗斯境内,8380,1,2022-02-28,大象新闻,BV1VS4y167bs,www.bilibili.com/video/BV1VS4y167bs?from=search
热点,俄乌会谈预计于北京时间2月28日17时开始,1.3万,4,2022-02-28,中新视频,BV1FY411V7eX,www.bilibili.com/video/BV1FY411V7eX?from=search
环球,【关注俄乌局势最新进展】俄罗斯军队已登陆乌克兰敖德萨,88.2万,1136,2022-02-24,央视网快看,BV1Ru411X7Sn,www.bilibili.com/video/BV1Ru411X7Sn?from=search
热点,1分钟了解俄乌局势最新进展,6.6万,28,2022-02-25,新华社快看,BV1Li4y1y72a,www.bilibili.com/video/BV1Li4y1y72a?from=search
环球,俄乌军队在基辅市中心激烈交火，基辅当地华人实拍,1.7万,3,2022-02-27,九派新闻,BV1DL4y1g725,www.bilibili.com/video/BV1DL4y1g725?from=search
人文历史,2014年克里米亚脱乌入俄，普京发表讲话原声影像,4069,5,2022-03-02,凤凰网纪录片,BV1Tr4y167DA,www.bilibili.com/video/BV1Tr4y167DA?from=search
热点,参加俄乌谈判的乌克兰代表团已抵达白俄罗斯境内,2.5万,10,2022-02-28,新华社快看,BV1cP4y1g7ri,www.bilibili.com/video/BV1cP4y1g7ri?from=search
热点,美军为什么不救援乌克兰？介文汲：俄乌开战，美国的目的就达到了,7.9万,78,2022-02-25,海峡导报社,BV1144y1n7G8,www.bilibili.com/video/BV1144y1n7G8?from=search
热点,俄乌局势迎关键时刻，马克龙紧急访俄欲夺头功，乌克兰已民心不稳,2.7万,19,2022-02-08,吕宁思,BV1YS4y1G7LD,www.bilibili.com/video/BV1YS4y1G7LD?from=search
热点,60秒回顾华春莹回应俄乌局势问题,4.8万,27,2022-02-26,人民网,BV1YL411T7Qb,www.bilibili.com/video/BV1YL411T7Qb?from=search
环球,乌克兰代表团已乘坐直升机到达俄乌会谈地点，俄乌谈判地点代号渔夫的小屋,3.3万,1,2022-02-28,大象新闻,BV1P341157gZ,www.bilibili.com/video/BV1P341157gZ?from=search
科学科普,受俄乌冲突影响，iPhone13价格大涨，128GB版飚至7810元,1.3万,6,2022-02-28,环球科技站,BV1LF411b7pR,www.bilibili.com/video/BV1LF411b7pR?from=search
环球,当地时间28日，参加俄乌谈判的乌克兰代表团，已抵达白俄罗斯境内,8380,1,2022-02-28,大象新闻,BV1VS4y167bs,www.bilibili.com/video/BV1VS4y167bs?from=search
热点,俄乌会谈预计于北京时间2月28日17时开始,1.3万,4,2022-02-28,中新视频,BV1FY411V7eX,www.bilibili.com/video/BV1FY411V7eX?from=search
环球,【关注俄乌局势最新进展】俄罗斯军队已登陆乌克兰敖德萨,88.2万,1136,2022-02-24,央视网快看,BV1Ru411X7Sn,www.bilibili.com/video/BV1Ru411X7Sn?from=search
热点,1分钟了解俄乌局势最新进展,6.6万,28,2022-02-25,新华社快看,BV1Li4y1y72a,www.bilibili.com/video/BV1Li4y1y72a?from=search
环球,俄乌军队在基辅市中心激烈交火，基辅当地华人实拍,1.7万,3,2022-02-27,九派新闻,BV1DL4y1g725,www.bilibili.com/video/BV1DL4y1g725?from=search
人文历史,2014年克里米亚脱乌入俄，普京发表讲话原声影像,4069,5,2022-03-02,凤凰网纪录片,BV1Tr4y167DA,www.bilibili.com/video/BV1Tr4y167DA?from=search
环球,巴西总统拒绝谴责普京，同时表示巴西将在俄乌军事冲突中保持中立,7.7万,14,2022-02-28,极目新闻,BV1ca411h7qp,www.bilibili.com/video/BV1ca411h7qp?from=search
热点,王勇：谁是普京的国际朋友？国际社会对俄乌危机的反应,6771,24,2022-03-01,王勇观天下,BV1cr4y167N7,www.bilibili.com/video/BV1cr4y167N7?from=search
热点,俄乌动荡或带来世界粮食风险,4.7万,28,2022-02-25,中国日报,BV1Nr4y1z7SN,www.bilibili.com/video/BV1Nr4y1z7SN?from=search
环球,110秒回顾俄乌冲突第四天,7.1万,36,2022-02-28,央视网,BV1oY411G7Ln,www.bilibili.com/video/BV1oY411G7Ln?from=search
热点,第一视角！俄直升机打击乌军事设施画面曝光：战车成废铁散落路旁,6.5万,82,2022-03-01,青蜂侠-Bee,BV15F411b7oo,www.bilibili.com/video/BV15F411b7oo?from=search
热点,俄乌激战持续之际，北约秘书长表态：不打算卷入冲突，不会出兵乌克兰,7.2万,67,2022-03-02,环球网,BV1T341157AX,www.bilibili.com/video/BV1T341157AX?from=search
环球,俄乌局势再生变数！俄军举行核军演，北约和白宫瑟瑟发抖！,2.3万,8,2022-02-27,舰载武器精选,BV1DS4y1z77N,www.bilibili.com/video/BV1DS4y1z77N?from=search
